statement|sentiment|topic|url
AI technology to deliver intelligent multi-channel knowledge availability throughout your ecosystem.|POS|machine human interface|http://rightnowtech.com/cx-platform-knowledge-access.php
AI that could be built to have a moral conscience.|NEU|machine human interface|https://aftermathnews.wordpress.com/category/virtual-reality/
AI that could provide a challenge for new players.|POS|machine human interface|http://helloworldclub.net/blogs/entry/Fantastic-infrastructure-for-WoW-Power-Leveling
AI that is sentient and smarter than humans will be operational realities in fifty years.|NEU|machine human interface|http://ieet.org/index.php/IEET/comments/treder20101123
AI that knows the aircraft and it won't be too bad.|POS|machine human interface|http://www.337skymaster.com/messages/archive/index.php/t-2778.html
AI that may be running everything.|NEU|machine human interface|http://trashotron.com/agony/reviews/2007-old/ballantyne-capacity.htm
AI that they can then adapt for purpose.|NEU|machine human interface|http://www.rockpapershotgun.com/2010/09/28/wheel-life-f1-2010-ai-faked/?replytocom=520220
AI that wants to help you, no need to restrict it if it does not want to harm you I would caution people not to look to Kurzweil as their first exposure to these ideas, he's often far too optimistic and over the top, citing precise dates when the singularity will occur etc.|NEU|machine human interface|http://secondthoughts.typepad.com/second_thoughts/2009/07/what-is-smart.html?no_prefetch=1
AI that will converse with a visitor.|NEU|machine human interface|http://www.webliminal.com/webliminalblog/2009/10/page/2
AI that will eventually enslave humankind .|NEG|machine human interface|http://scorched3d.co.uk/phpBB3/viewtopic.php?f=1&t=5578&start=15
AI that will generate unique quests for the player based on the player's actions and behavior in the ever-changing world THE REALITY: THE CONCEPT: THE REALITY: THE CONCEPT: IDEA: A first-person shooter where the player is forced to choose sides in a Central American civil war.|NEU|gaming|http://www.gamespy.com/articles/490/490015p1.html
AI that will pose a formidable challenge.|POS|machine human interface|http://nokian96.net/tag/s60-free-games/
AI that would actually develop traits of a living being like curiosity and etc within my lifetime.|NEU|machine human interface|http://www.terminally-incoherent.com/blog/2007/12/11/mechanical-dog-toys/
AI that would recognize game situations and react accordingly (almost like playing a pickup game with your teammates.|NEU|gaming|http://moddingway.com/news/1943.html
AI the article says that Indiana will get the money.|NEU|natural language technologiy|http://advanceindiana.blogspot.com/2006/10/governor-imports-terminators-inmates.html
AI the rest of this year.|NEU|transhumanism|http://averyfineline.com/2008/05/21/ot-why-i-quit-watching-american-idol-reasons-42-43-44/
AI then that is a fairly large change that will effect everyone in the roster.|NEU|machine human interface|http://mugenguild.com/forumx/index.php?action=printpage;topic=69500.0
AI thing but I will continue to play with it and resolve the problem.|NEU|gaming|http://nwvault.ign.com/View.php?view=nwn2modulesenglish.Detail&id=364
AI to Joomla integration can be done in just 3 working days.|NEU|machine human interface|http://piyy.com/Computer/InformationTechnology/
AI to be more aggressive or more controlling.|POS|machine human interface|http://magi-soft.com/forum/viewtopic.php?f=11&t=301
AI to bypass the safeguards.|NEU|machine human interface|http://lesswrong.com/lw/1pz/ai_in_box_boxes_you/
AI to change the axis increment.|NEU|machine human interface|https://tradestation.com/support/whats_new/update6153.aspx?div=details1
AI to compete head to head against players from across the world.|NEU|gaming|http://gameplasma.com/reviews/index/view/id/475
AI to control it, but for now, it will be static.|NEU|machine human interface|http://www.blogowogo.com/blog_article.php?aid=3176129&t=a
AI to give him another year to learn.|NEU|machine human interface|http://www.detroitbadboys.com/2008/12/29/1216481/pistons-host-magic
AI to increase secretion of endogenous acceptors.|NEU|machine human interface|http://atvb.ahajournals.org/cgi/content/full/atvbaha;28/8/1439
AI to narrow down the calving interval, with most of the farmers adopting an extensive system of management which relied mostly on their own bull or a neighbour's bull for mating but if the bull is not available all the time then services will be delayed.|NEU|transhumanism|http://lrrd.org/lrrd18/6/sinn18082.htm
AI to punish and more evenly balanced H2H games.|NEG|gaming|http://closecombatseries.net/CCS/modules.php?name=News&min=4&file=topics&topic=13
AI to reduce the threat of disease while maintaining efficient production and pork quality.|POS|machine human interface|http://nationalhogfarmer.com/mag/farming_closed_herd_plan/
AI to resume normal operations to Europe from tomorrow Wednesday, April 21, 2010 Air India will restore its normal operations to the UK, Frankfurt and Toronto from tomorrow with the opening up of the London airport after widespread disruption in the last six days caused by volcanic ash from Iceland.|NEU|natural language technologiy|http://bureaucracytoday.com/news_1.aspx?keyword=news&news_id=3778
AI to solve these things on its own.|NEU|machine human interface|http://www.acceleratingfuture.com/michael/blog/2006/10/predictability-of-ai/
AI to suit up for the Bobcats anytime soon.|NEU|machine human interface|http://thehoopdoctors.com/online2/category/doctors/rs-defrance/feed/
AI to the Pistons will be as awesome as Shaq to the Suns was supposed to be.|POS|machine human interface|http://blog.areyouwatchingthis.com/2008/11/04/just-call-me-mark-tres-cero/
AI to three bars (hard for them) this will make a better training environment for beginners.|POS|machine human interface|http://c-evo.org/forum/2008q1/p-62-1-2-2.html
AI to try that, but that was a few releases ago, not sure if it will work in N2003.|NEU|machine human interface|http://thepits.us/board/viewtopic.php?f=5&t=3002
AI to zero the distance.|NEU|computer vision|http://www.co8.org/forum/showthread.php?t=6276
AI today can reason over first-order logic in perfect systems only (meaning, closed databases with clean facts that are certified to be true), but cannot deal with lies and falsehoods at all (in fact, even the fuzziness of what truth is breaks most of the Semantic Web layers that deal with inferencing) which the world is and always will be full of.|NEU|machine human interface|http://rationallyspeaking.blogspot.com/2009/11/david-chalmers-and-singularity-that.html
AI traffic can be unpredictable and a single collision is disastrous.|NEG|machine human interface|http://nailseacourt.com/index.php?key=Auvergne
AI training programs, rider schedules, transfer decisions, this is where I would hope PCM would improve.|NEU|machine human interface|http://pcmdaily.com/forum/viewthread.php?thread_id=12517&rowstart=100
AI trials are on-going and those trials will increase our knowledge, he is certain that patients will benefit enormously from treatment with these drugs.|POS|machine human interface|http://bcaction.org/index.php?mact=Printing,m3,printpage,1&m3lang=en_US&m3pdf=false&m3popup=true&m3showbutton=false&m3goback=0&m3returnid=1181&page=1181
AI turning into a war of all against all for not just power but survival.|NEG|machine human interface|http://lesswrong.com/lw/2kh/against_cryonics_advocacy/
AI turret proclivities adjusted; notably it should build fewer flak turrets now, but will now build them as part of higher level turret sets.|NEU|machine human interface|http://arcengames.com/mediawiki/index.php?title=AI_War_-_Current_Post-3.120_Beta
AI turret within current 10 second segment to be allowed to shoot missiles at player ship.|NEU|gaming|http://hard-light.net/wiki/index.php/Ai_profiles.tbl
AI understands that the GOP will hold its slating convention for mayor and the city-county council races on February 10, 2007, at 9:00 a.|NEU|machine human interface|http://advanceindiana.blogspot.com/2007/01/borst-not-seeking-re-election-to_12.html
AI unfortunately, still would be necessary because they would need to react to the environment.|NEG|machine human interface|http://naiteki-kensei.com/forum/suggestions/new-character-uchiha-itachi/?prev_next=prev
AI units will no longer run to deactivated bases.|NEU|machine human interface|http://xtremerevolution.co.uk/aggregator?page=18
AI units will no longer use their specials on every unit on the map.|NEU|machine human interface|http://mmorts.com/index.php?cmd=newsitem&comment=news.1.374.0
AI until we officially renounce them.|NEU|machine human interface|http://www.detroitbadboys.com/2009/7/1/1216775/report-pistons-reach-deal-with-ben
AI using a human controlled Aluren will have the human player make its choices for it when selecting a creature that costs 3 cmc or less to put into play.|NEU|machine human interface|http://www.slightlymagic.net/forum/viewtopic.php?f=26&t=787
AI vehicle will get really confused!|NEG|machine human interface|http://3drad.com/CarAI.htm
AI virus will die when sprayed with disinfectant, and is generally transmitted through contact antarungas or food and dirt.|NEG|natural language technologiy|http://newfluwiki2.com/showDiary.do?diaryId=4231
AI voting public, not necessarily those who will buy CDs later.|NEU|machine human interface|http://masterclasslady.com/2010/05/17/vocal-masterclass-discussion-for-american-idol-season-9-top-3-show-judges-and-singerschoice/?like=1&_wpnonce=2467082b36
AI wants CMAG to indicate when it will act on breaches of the undertaking agreed upon by Zimbabwe and the Commonwealth during the 6 September meeting in Abuja, Nigeria.|NEU|natural language technologiy|http://zimbabwesituation.com/nov7_2001.html
AI was an incredible surfer and will stay in our memory forever.|POS|machine human interface|http://joelparko.com/freestyling/andy/
AI was used, it would likely not interrupt the flow of the team.|NEU|machine human interface|http://www.detroitbadboys.com/2009/3/31/1216650/pistons-cavs-game-thread
AI watching a human being would be something like a researcher watching a glacier or continental drift.|NEG|machine human interface|http://www.rocketpunk-manifesto.com/2010/08/limits-of-post-industrial-war.html?commentPage=2
AI we are soon likely to get enhanced human intelligence that will increase the rate of innovation.|POS|machine human interface|http://scottaaronson.com/blog/?p=455
AI we can avoid the quine-ness and get an AI capable of learning indefinately, because it should theoretically be free of intellectual decay as we know it.|NEU|machine human interface|http://qntm.org/ai
AI we should be getting another 4 M update!|NEU|transhumanism|http://www.rihannadaily.com/wap/comments.php?p=7365
AI were immortal it might take over the world and kill humanity.|NEG|machine human interface|http://advogato.org/article/769.html
AI were looking they won't have a clue where I am.|NEG|computer vision|http://infarcry.com/forums/viewtopic.php?id=1419
AI which I will explain after you bid on this project.|NEU|machine human interface|http://laidbackelectronica.com/tags/free-online-webcam-site-like-cam4.html
AI which can be useful for both corporate and personal setting.|POS|machine human interface|http://myfundoo-blog.blogspot.com/2009/10/70-awesome-free-icon-sets-for-web.html
AI which could handle the effects of over 1000 cards.|NEU|machine human interface|http://magi-soft.com/forum/viewtopic.php?f=12&t=3428&start=0
AI which could learn tricks of the intermediate or advanced level type.|NEU|machine human interface|http://mushcode.com/ViewFile.aspx?Id=185
AI which he hopes will bring us towards more adaptive and complex artificial systems.|POS|machine human interface|http://www.robotspodcast.com/podcast/tag/industrial/
AI will accept playing for a losing team like the Knicks for one year as D'Antoni's system will allow him to pad his stats and try and improve on getting a better deal as a FA next yr.|NEU|machine human interface|http://hoops.com.au/forum/21631-ai-and-grizzlies-part-ways/
AI will actually surrender to your main rival just to piss you off.|NEG|machine human interface|http://australiangamer.com/review/129/galactic_civilizations_2.html
AI will affect always affect framerate performance.|NEG|gaming|http://fstop100.com/modules.php?name=News&file=article&sid=1191
AI will allow up to 64 players of a given faction to play together.|NEU|machine human interface|http://mmorpgmaker.com/phpBB3/viewtopic.php?f=51&t=10349&start=30
AI will also actively scan for new targets when in aggressive mode as well as take cover if any is near by while they wait for a target.|NEU|computer vision|http://iddevnet.com/quake4/LevelEditor_AITethers
AI will also operate additional special flights to ferry the families of the victims to Mangalore, complete the relevant formalities and other requirements.|NEU|natural language technologiy|http://mangalorean.com/news.php?newstype=broadcast&broadcastid=181302
AI will always be the one true MVP A.|POS|machine human interface|http://www.alleniversonlive.com/iversons-hamstring-injury/
AI will attack a non-targeted enemies area if they can t attack anything else 1.|NEG|computer vision|http://warez-ape.com/viewtopic.php?f=8&t=30921
AI will attack a non-targeted enemies area if they can't attack anything else Install Notes 1.|NEG|machine human interface|http://koktal.net/vb/external.php?type=RSS2&forumids=367
AI will attack you: when you dont have a lot of units relative to it and your civ size.|NEG|machine human interface|http://patchtimer.org/forums/viewtopic.php?id=11744&p=2
AI will attempt a Death From Above attack on the given target, or the user can specify a direction (0-360 degrees) and a range (in hexes) for the AI to jump.|NEU|machine human interface|http://battletechmux.com/index.php/AI_Commanding
AI will attempt to counter air units.|NEU|machine human interface|http://4usoftware.com/2010/03/starcraft-2-starcrack-ai-6-1-1-cheating-edition/comment-page-1/
AI will avoid attacking if it sees 1 blocker even if that blocker can't kill any of its creatures.|NEU|computer vision|http://www.slightlymagic.net/forum/viewtopic.php?f=26&t=787
AI will be a part of our future and should be taken into consideration within a worldwide constitution.|NEU|machine human interface|http://www.reversetrade.net/index.php/2010/02/globalization-what-should-be-the-global-constitution-declaring-law-purpose-4-the-entire-world-3/
AI will be acknowledged for its award at the TRENDS Salute to Association Excellence, Feb.|POS|machine human interface|http://www.asphaltinstitute.org/beta/singlenews.asp?item_ID=1630&comm=0
AI will be at best a boost in the present trend.|POS|machine human interface|http://www.overcomingbias.com/2010/05/yawn-world-remade.html
AI will be aware of the disppearnces, extrajudicial murders and shootings in close proximity to SL army checkpoints all over the island inluidng in high security zones.|NEG|machine human interface|http://indi.ca/2007/04/international-bullshit/
AI will be develop too by buffmeplz.|NEU|machine human interface|http://ngepress.com/gaming/dota-6-61-ai-plus-dota-allstars-6-61-ai-plus-map-download/
AI will be improved to heighten up the difficulty to match up the enhanced control with the PlayStation Move.|NEU|gaming|http://www.playstation-move.org/tag/wii/
AI will be in a situation to disarm as painlessly as possible their potential enemies, as it will be stronger than they in thousands times.|NEU|machine human interface|http://lifeboat.com/blog/?background=white
AI will be in operation within this decade.|NEU|machine human interface|http://lumenlab.com/d/blog?page=17
AI will be incredible, amazingly smart or anything like that.|POS|machine human interface|http://www.gtplanet.net/kazunori-yamauchi-things-are-just-getting-started/
AI will be individual incidents with particular governments throughout the period of the campaign and in they come to the organization.|NEU|machine human interface|http://issuesinmedicalethics.org/044mi132.html
AI will be interesting.|POS|machine human interface|http://memebox.com/futureblogger/show/870
AI will be joined in the starting line-up with fellow Denver Nugget, Carmelo Anthony, who also got the approval of the fans.|NEU|social media|http://www.nbaloud.com/2008-nba-allstar-game-starters/
AI will be less afraid of guarantees and alliances if the target is annexable or the allies distant.|NEU|machine human interface|http://megagames.com/patches/europa-universalis-iii-nomine
AI will be mitigated by multiplayer.|NEU|gaming|http://tap-repeatedly.com/2010/09/23/tom-chick-vs-all-of-civilization/
AI will be more aggressive about pursuing Diplo victory (bribing City States) if they are wealthy.|NEU|machine human interface|http://xtremerevolution.co.uk/aggregator?page=1
AI will be more likely to build a wall on any city that was an original capital.|NEG|machine human interface|http://xtremerevolution.co.uk/aggregator?page=1
AI will be more likely to build and bring siege units in a city attack.|NEG|machine human interface|http://xtremerevolution.co.uk/aggregator?page=1
AI will be playing Just let him shoot the ball, lots.|NEU|machine human interface|http://www.blazersedge.com/2009/12/28/1221836/game-33-preview-sixers-vs-blazers
AI will be posted here after it's release.|NEU|social media|http://www.dota-utilities.com/2008/09/dota-allstars-ai-maps.html?showComment=1279897124019
AI will be problem hay what to do 6.|NEG|machine human interface|http://ngepress.com/gaming/dota-660-ai-plus-dota-allstars-660-ai-plus-news-update/feed/
AI will be provided)We've attached the home page layout (hompage.|NEU|machine human interface|http://allforfreelancers.com/Javascript/
AI will be smarter and rumour over next GTA game.|NEU|gaming|http://monstervine.com/tag/newswire/
AI will be upstaged by rogues.|NEG|machine human interface|http://www.acceleratingfuture.com/tom/?m=200712
AI will be very important to obtain high and persistent levels of fertility.|NEU|machine human interface|http://www.zootecnicainternational.com/article-archive/management/744-exploiting-scientific-principles-in-day-to-day-management-of-turkey-breeder-hens-.html
AI will begin to evolve itself faster than we can keep up.|POS|machine human interface|http://www.acceleratingfuture.com/michael/blog/category/friendly-ai/
AI will bring a major economic boost, lifting all boats, so to speak, across the planet, to beyond even what us hedonist westerners enjoy.|POS|machine human interface|http://www.acceleratingfuture.com/michael/blog/2009/12/page/2/
AI will build Nukes, Anti-Nukes, and units in the NUC, but they wont try to fire them while No Rush is active.|NEU|machine human interface|http://warez2go.us/infusions/pro_download_panel/download.php?did=6530
AI will build additional radar away from its base.|NEU|computer vision|http://xtremerevolution.co.uk/aggregator?page=18
AI will build forts a little bit better now.|POS|gaming|http://si-games.com/forums/showthread.php?t=7676
AI will build more engineers per expansion base.|NEU|machine human interface|http://xtremerevolution.co.uk/aggregator?page=18
AI will build more generators after they have a Mass Converter (or the research for the Cybrans).|NEU|research computing|http://gamingdead.com/2010/06/04/supreme-commander-2-update-accompanied-by-50-off-sale
AI will build more than 1 mass convertor, if needed.|NEU|machine human interface|http://xtremerevolution.co.uk/aggregator?page=18
AI will cancel missions after 25 years.|NEG|machine human interface|http://megagames.com/patches/europa-universalis-iii-nomine
AI will comment on the current controversy of their poor producing.|NEG|machine human interface|http://www.americanidolfan.net/2009/04/american-idol-4709-theme-songs-from-the-year-you-were-born-idol-theme-next-week.html?replytocom=71
AI will continue trying to destroy the unit unless something of a higher priority comes in firing range.|NEG|machine human interface|http://speeddemosarchive.com/kb/Emperor:_Battle_for_Dune
AI will create a deep and profound divide among human beings that leads to an all-out war between AI enthusiasts and the traditionalists, in which billions will die.|NEG|machine human interface|http://www.acceleratingfuture.com/michael/blog/2007/05/
AI will create challenging gameplay in two new game types, Turtle and King of the Hill, allowing a slower, more strategic version of Kohan's original game rules.|NEU|gaming|http://digitalmediafx.com/News2001/October/102101.html
AI will decide to also go for more weight than a certain V.|NEU|machine human interface|http://christinamultimedia.com/previousupdates.php?year=2009&month=8
AI will definitely have a causally clean goal system.|POS|machine human interface|http://www.acceleratingfuture.com/michael/blog/2007/02/humanlike-ai-is-anthropomorphism/
AI will do a surprisingly good job at keep themselves (and you) alive.|POS|machine human interface|http://www.beyond.ca/tag/valve
AI will easily become suppressed and remain that way for even when not under fire for a little too long, hopefully Thunderbird (mod creator) will adjust these values in a patch.|NEU|gaming|http://simhq.net/forum/ubbthreads.php/topics/2327433/3/FFUR_SLX_2007_2_0_Pack_for_OFP.html
AI will emerge as the key differentiator in smartphone competition and with it, overall IT leadership.|POS|machine human interface|http://blackmailedslave.com/szh/nyans
AI will enable a stallion to service many more mares than live cover.|NEU|machine human interface|http://www.equine-reproduction.com/board/messages/3/96.html
AI will enable systems to make combat decisions and act within legal and policy constraints without necessarily requiring human input.|NEU|machine human interface|http://www.bestpanicattackstreatment.com/panic-attacks-the-fear-of-flying/page/2/
AI will even use a deck placed in its deck folder Last edited by DakaSha on Wed Mar 03, 2010 4:42 am, edited 1 time in total.|NEU|machine human interface|http://www.crypticcomet.com/forums/viewtopic.php?f=5&t=1014&p=7703
AI will exist that is indistinguishable from a human.|NEU|machine human interface|http://www.gadgetadvisor.com/tech-news/reading-university-turing-test-for-a-thinking-computer
AI will factor grand strategy into tech choices a bit more.|NEU|machine human interface|http://xtremerevolution.co.uk/aggregator?page=1
AI will flee this position if they can, and will not go into it if they can avoid it.|NEU|machine human interface|http://openwarfaremod.com/cod4script/badplaces/badplace_brush.htm
AI will follow you when parajumping or teleporting) teamkillers will loose 10 score points (in every version) and a message will show up on all clients announcing the killer instead of creating ranom units in a group (could happen that you had to fight against a group of medics ;)) groups are now spawned with the same units everytime.|NEG|machine human interface|http://dev-heaven.net/news?page=37
AI will force reboot in 8 cycles to purge system of virus.|NEU|machine human interface|http://www.crypticcomet.com/forums/viewtopic.php?f=7&t=408
AI will forever be touched by Helly's influence on my thinking as a health informatics professional.|POS|machine human interface|https://www.amia.org/wiki/acmi/acmi-wiki?mini=calendar/2011/01/all
AI will free up ships to go attack the silo, similar to sending in a sacrificial light ship) - in the hands of the AI, means of provoking the player to attack or spend resources defending against the standoff attacks.|NEU|gaming|http://www.arcengames.com/forums/index.php/topic,5352.0/prev_next,next.html
AI will give us the expert systems.|POS|machine human interface|http://ieet.org/index.php/IEET/more/4035
AI will grab goody huts on other land masses.|NEG|machine human interface|http://xtremerevolution.co.uk/aggregator?page=1
AI will have more money based on handicap.|NEU|finance|http://www.weplayciv.com/forums/downloads.php?do=file&id=135
AI will have no Dark Matter particles coupled to any visible particles since there is no visible or dark DNA to govern these processes.|NEU|machine human interface|http://spiritandflesh.com/Dark_Matter_Dark_Chemistry.htm
AI will have to rub their brains together and figure out how to bring back the viewers.|NEG|machine human interface|http://shiralazar.com/2007/05/26/the-pop-report-starts-now/
AI will have you on TNT and ESPN 18 times a year!|POS|machine human interface|http://stephena.com/2009/11/28/sixers-appear-ready-to-bring-back-iverson-via-foxsports-com/comment-page-1/
AI will help solve complex aggricultural and feed related problems much faster than humans would.|POS|machine human interface|http://peakoildebunked.blogspot.com/2006/01/212-scary-prediction-from-david.html
AI will kill u easy as 1 2 3 when u will play stalker with gamepad!|NEG|gaming|http://pinnaclegameprofiler.com/forum/archive/index.php/t-1577.html
AI will kill you instantly upon sight, upping the difficulty of the game tremendously.|NEG|gaming|http://www.outofeight.info/2010/08/sniper-ghost-warrior-review.html
AI will leave some infuriated being belief, which is quite a shame considering how fun the game could truly have been.|NEG|machine human interface|http://blog.gamer20.com/2009/07/review-the-bigs-2-xbox-360-ps3/
AI will love which should gain her camera time.|POS|machine human interface|http://mjsbigblog.com/season-9-preview-maddy-curtis-and-savannah-low.htm/comment-page-1
AI will make for a much more intelligent defensive back line.|POS|machine human interface|http://www.thesportsgameguy.com/category/4-soccer/page/2/
AI will make you tick at certain stages in the game otherwise the rest of the game your team will be sharp as nails.|NEU|gaming|http://wccftech.com/2010/11/11/call-duty-black-ops-review/
AI will meet with the supporters.|NEU|machine human interface|http://www.alleniversonlive.com/larry-brown-allen-iverson-deserves-better-than-finishing-career-in-turkey/
AI will model real life training and commercial operations of the airport AI use proper Canadian registration codes.|NEU|machine human interface|http://unclestinkstradingpost.com/fs_info/fs2004v1d1sce.html
AI will more aggressively hunt barbs in the early game.|NEU|gaming|http://xtremerevolution.co.uk/aggregator?page=1
AI will never be used for military purpose, that would end of us all.|NEG|machine human interface|http://patrick.net/forum/?p=571834
AI will no longer counter-offer and ask for more money than the player has available.|NEU|machine human interface|http://tcgamesandmore.net/empire-total-war-13-patch-details/
AI will no longer dodge artillery impeccably.|NEU|machine human interface|http://playhd.com/index.php?option=com_agora&task=topic&id=365&p=1
AI will no longer take decisions that permanently raise the global revolt risk.|NEG|machine human interface|http://megagames.com/patches/europa-universalis-iii-nomine
AI will no longer try to create expansion bases while No Rush is active.|NEU|machine human interface|http://warez2go.us/infusions/pro_download_panel/download.php?did=6530
AI will normally only build shields in their bases when there are structures there to protect.|NEU|machine human interface|http://gamingdead.com/2010/06/04/supreme-commander-2-update-accompanied-by-50-off-sale
AI will not allow Bell Atlantic or any other company to silence me or to prevent me from representing the interests of my district.|NEU|natural language technologiy|http://fumo.com/Press_Releases/2000-Press_Releases/06-12-00.htm
AI will not be called Skynet, Colossus, or WOPR.|NEU|machine human interface|http://www.linuxgames.com/archives/13753
AI will not be in the game for the next few releases, says Vesa and Tomi.|NEU|gaming|http://bowlingevolution.com/forum/topic.php?post=1131&usebb_sid=ee8f634c88d42147d57cb5bb2252775a
AI will not build excess mass extractors.|NEU|machine human interface|http://gamingdead.com/2010/06/04/supreme-commander-2-update-accompanied-by-50-off-sale
AI will not defend all cities equally but will concentrate more on defending threatened cities.|NEU|machine human interface|http://www.weplayciv.com/content.php?86-Beyond-the-Sword-review-by-Solver-part-3
AI will not invent super nanotech three hours after it awakens.|NEU|machine human interface|http://www.acceleratingfuture.com/tom/?m=200712
AI will not let this season turn into a pure talent show so early.|NEU|machine human interface|http://idolbloglive.com/idolblog/pick-your-wild-cards/comment-page-2
AI will not take it easy on players.|NEG|machine human interface|http://playstationlifestyle.net/2009/11/05/ps3-review-brutal-legend/
AI will not use Horse as defenders on hills as much.|NEU|machine human interface|http://xtremerevolution.co.uk/aggregator?page=1
AI will now always try to colonise provinces it already has if nothing else is available.|NEG|machine human interface|http://si-games.com/forums/showthread.php?t=7676
AI will now build Merlons or Zeniths.|NEU|machine human interface|http://isotope244.com/lasw/help.html
AI will now build more Pgens when Mass Convertor is researched, rather than waiting for it to be built.|NEU|research computing|http://xtremerevolution.co.uk/aggregator?page=18
AI will now build ranged and mobile units more in line with the flavor settings.|NEU|machine human interface|http://www.pcgamer.com/2010/11/12/new-civilization-v-patch-in-the-works/
AI will now build the Cybran Mass Convertor.|NEU|machine human interface|http://xtremerevolution.co.uk/aggregator?page=18
AI will now handle religious tolerance depending on controlled provinces.|NEU|machine human interface|http://si-games.com/forums/showthread.php?t=7676
AI will now hurry immigrants on the docks.|NEG|machine human interface|http://www.weplayciv.com/forums/downloads.php?do=file&id=135
AI will now look further for expansion bases to accommodate larger maps.|NEU|computer vision|http://warez2go.us/infusions/pro_download_panel/download.php?did=6530
AI will now prioritize getting the Mass Convertor research if it has a high amount of energy stored.|NEU|research computing|http://xtremerevolution.co.uk/aggregator?page=18
AI will now save some more money in the budget AI is now better at promoting Capitalists to kickstart the economy.|POS|finance|http://xtremerevolution.co.uk/aggregator?page=10
AI will now take recent military activity in an area more into account.|NEU|machine human interface|http://www.crypticcomet.com//Update.html
AI will now try to find and destroy Orbital Long Range Scanners.|NEG|computer vision|http://lucasarts.com/support/update/EAWFOC1_1.html
AI will often build more defensive troops.|NEU|machine human interface|http://xtremerevolution.co.uk/aggregator?page=1
AI will often re-use fighters in different combinations as the match progresses.|NEU|machine human interface|http://www.avault.com/reviews/dreamcast/capcom-vs-snk-millenium-fight-2000-dreamcast-review/
AI will only believe in a God that knows how to dance.|NEU|machine human interface|http://allsoulsuuindy.org/ser20050417.htm
AI will only build up to 10 research facilities.|NEU|machine human interface|http://xtremerevolution.co.uk/aggregator?page=18
AI will play harder in campaign at lower levels (AI was designed to be somewhat nerfed on the early missions of the campaign to give players a gentle introduction.|NEU|gaming|http://civru.com/2575
AI will practically always be available not long after strong nanotechnology is invented.|NEU|machine human interface|http://holtz.org/Library/Social%20Science/Futurology/Predictions%20from%20Philosophy%20by%20Bostrom%201997.html
AI will prepare an effort analysis and propose a fixed price and fixed time frame for the project execution.|NEU|natural language technologiy|http://www.amarinfotech.com/company-details/business-models-of-amar-infotech/fixed-price-model.html
AI will present a stern challenge.|NEU|machine human interface|http://gamesquad.com/feature/bob-smiths-plan-conquer-universe
AI will probably not have a big or efficient game.|NEG|gaming|http://www.denverstiffs.com/2008/3/7/15271/01968
AI will read your button input and knock you out of the air anytime you jump at them.|NEG|machine human interface|http://acegamez.co.uk/reviews_x360/Xbox_Live_Arcade_Street_Fighter_II_Hyper_Fighting_X360.htm
AI will recalculate the position of its target Syntax: Float list Default: 2, 1.|NEU|natural language technologiy|http://hard-light.net/wiki/index.php/Ai_profiles.tbl
AI will revitalize his career in an extremely enthusiastic environment while Besiktas CT will be more exciting and gain some prestige in Europe.|POS|machine human interface|http://www.alleniversonlive.com/larry-brown-allen-iverson-deserves-better-than-finishing-career-in-turkey/
AI will run this script instantly, and if you happen to supply more than one builder at start, or have a builder than builds exceedingly fast, the AI will assign that builder to any buildings still waiting.|NEU|machine human interface|http://cncguild.net/item-222?apage=218
AI will scrap a large number of its ships and then send a wave that is half the size of the number of ships scrapped.|NEU|machine human interface|http://arcengames.com/mediawiki/index.php?title=AI_War_-_Current_Post-3.120_Beta
AI will search your database for applicants with similar resumes.|NEU|search engine|http://www.recruitadvantage.com.au/turboai-so-what-are-the-benefi/
AI will send against the player(s).|NEU|machine human interface|http://reclaimyourgame.com/list.php?category/96-Games&page=2
AI will simply not miss a single trick, which can get extremely aggravating to say the least.|NEG|machine human interface|http://5starsgames.com/skate-2/
AI will start the first Executive Master of Actuarial Science (EMAS) in The Stay informed via sibosblog.|NEU|social media|http://pressreleasepoint.com/netherlands-0?page=7
AI will stay at home to care for his sick daughter.|NEU|machine human interface|http://roto.dyndns.org/basketball/showArticle.htm?id=10825
AI will still be advancing on your position, as in real life.|NEU|machine human interface|http://oxcgn.com/2009/12/16/oxcgns-operation-flaspoint-2-dragon-rising-review/?like=1&_wpnonce=12b46a5a39
AI will still be updated three times a week, but with less updates per day so I can be sure I have enough time to do the mailing list and the newsletter.|NEU|social media|http://arthritisinsight.com/community/newsletter/vol4issue139.html
AI will suffer a -1 Stability penalty if it rejects.|NEG|machine human interface|http://forum.paradoxplaza.com/forum/showthread.php?510443-Tips-on-invading-a-country&p=11893259
AI will suit up in Philly next season.|NEU|machine human interface|http://theozone.net/hoops/09-10Mens/TurnerDrafted.htm
AI will surpass human intelligence after 2020.|POS|machine human interface|http://bethesignal.org/blog/tag/floss/page/3/
AI will swarm you within a couple of minutes time with highly advanced units.|NEU|machine human interface|http://egcgames.com/content.php?id=37
AI will switch some of them out.|NEU|machine human interface|http://japanesebaseball.com/forum/thread.gsp?forum=86&thread=57910
AI will take control and fill up the remaining spots.|NEU|machine human interface|http://forcedisconnect.com/2010/04/22/left-4-dead-2-the-passing-dlc-available/
AI will take over the SNB and do three things you want to IMMEDIATELY correct when you get back to the SNB.|NEU|machine human interface|http://www.xenocorp.net/Fleets_Guilds/Starfleet_Command/secret_romulan_transmission_turtle.htm
